zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,delta chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std,delta zcr_std,delta energy_std,delta energy_entropy_std,delta spectral_centroid_std,delta spectral_spread_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_rolloff_std,delta mfcc_1_std,delta mfcc_2_std,delta mfcc_3_std,delta mfcc_4_std,delta mfcc_5_std,delta mfcc_6_std,delta mfcc_7_std,delta mfcc_8_std,delta mfcc_9_std,delta mfcc_10_std,delta mfcc_11_std,delta mfcc_12_std,delta mfcc_13_std,delta chroma_1_std,delta chroma_2_std,delta chroma_3_std,delta chroma_4_std,delta chroma_5_std,delta chroma_6_std,delta chroma_7_std,delta chroma_8_std,delta chroma_9_std,delta chroma_10_std,delta chroma_11_std,delta chroma_12_std,delta chroma_std_std,song
0.053478834,0.035966306,3.192683431,0.13105352,0.17443551,0.298441059,0.004534482,0.067569166,-23.7880816,2.335654161,-0.602225734,0.09818138,-0.025766279,0.083070899,-0.161566622,0.027733865,0.016297416,-0.170204864,-0.0990345,0.047022493,0.088536738,0.021105895,0.006276645,0.029175264,0.022520939,0.012642608,0.008233225,0.044540792,0.002076051,0.009218566,0.022266707,0.016859497,0.021363031,0.027933564,7.85E-05,-1.40E-08,0.000226443,6.51E-05,6.02E-06,0.000470385,1.99E-07,0.000138213,-0.002588033,-0.000438107,0.000341357,0.000215402,0.000251327,0.00020278,3.39E-05,-7.93E-05,-6.97E-05,-6.89E-06,7.92E-05,3.30E-05,-0.00013092,-5.10E-06,8.39E-08,-1.81E-06,-5.26E-06,-7.44E-07,-1.65E-07,-5.00E-06,-1.63E-07,-7.60E-06,-1.05E-06,-7.59E-08,-6.54E-06,-2.32E-06,0.019680338,0.015244202,0.148338143,0.037229309,0.030135122,0.18992322,0.004270108,0.038703366,0.824373881,0.379250677,0.328472255,0.296404314,0.30330348,0.271345807,0.288238956,0.277105829,0.293088542,0.261665426,0.257476014,0.217713401,0.208147991,0.01690032,0.007226669,0.020612416,0.02072687,0.009667995,0.007679743,0.042762544,0.00441889,0.007899436,0.021114784,0.012258395,0.025461723,0.012113281,0.020408787,0.014459462,0.211184137,0.042219571,0.036910997,0.195689517,0.005955163,0.041946151,0.796594076,0.345982179,0.29741254,0.277438204,0.271843094,0.263885157,0.251094262,0.244744788,0.245305936,0.232198601,0.220585989,0.204679232,0.202816742,0.012846213,0.006432993,0.019612703,0.017471324,0.009721915,0.007515861,0.031743747,0.006452413,0.005906116,0.015957124,0.010635051,0.018216012,0.011085264,flower dance - dj okawari
0.051561169,0.055607484,3.137880756,0.137348705,0.167900511,0.509677248,0.009750576,0.086669414,-24.51797462,1.819477549,0.545562338,0.315859848,0.158244919,0.010596029,-0.153936298,0.126300545,0.099148421,0.139433556,0.077534936,0.090870664,0.008341873,0.01465712,0.003664657,0.074366958,0.008173867,0.016152431,0.007417341,0.085318468,0.001334647,0.003544379,0.009271471,0.059460146,0.003808255,0.044799326,6.86E-20,2.73E-17,1.45E-09,-2.17E-05,-3.37E-05,-7.14E-07,-8.73E-07,9.02E-20,-0.00460305,-2.39E-06,-7.13E-06,1.54E-06,-7.19E-06,-5.61E-08,3.02E-06,2.31E-06,1.09E-05,1.83E-06,-8.08E-06,-1.73E-06,-2.36E-06,-5.91E-11,-2.77E-11,-1.27E-10,-6.27E-11,8.04E-09,-4.35E-11,-1.42E-10,-3.92E-11,-5.57E-11,-9.08E-11,-6.91E-11,-6.91E-11,2.24E-09,0.030935316,0.03683011,0.156430856,0.037200439,0.024654526,0.332786016,0.008143158,0.065722359,1.420615411,0.518740297,0.467001786,0.483548623,0.330147437,0.310410216,0.304085621,0.292376382,0.273799849,0.2721312,0.2474791,0.247055825,0.211729444,0.017152583,0.004818594,0.054334926,0.010174958,0.014479098,0.009935083,0.074548038,0.00214682,0.004375549,0.00910456,0.048418005,0.004836001,0.018613463,0.033103982,0.041839329,0.216046462,0.04113915,0.031292817,0.363089918,0.009922664,0.075502917,1.551291887,0.609583739,0.484682587,0.506881533,0.371116345,0.340417018,0.338646819,0.343180551,0.304575706,0.307816306,0.292137771,0.282752207,0.247110571,0.019061538,0.005643573,0.063935425,0.011760039,0.017865281,0.011474342,0.086658498,0.002642743,0.004906604,0.010254299,0.054665173,0.005375894,0.019935326,fo xi shao nu - feng ti mo
0.054581835,0.042790447,3.211475031,0.126162418,0.165200229,0.371439321,0.004305364,0.076432161,-23.00124287,1.687021756,-0.119967837,0.267813864,-0.049208152,0.10056294,-0.002098063,0.160497754,0.005360523,0.099819208,0.065962299,0.016955313,0.038466205,0.015605111,0.009590536,0.037282385,0.006659114,0.014803931,0.016793199,0.046955554,0.004044988,0.005766619,0.013417497,0.034640165,0.008020237,0.021058315,-6.42E-05,-3.30E-11,0.000252626,-0.000105652,-0.000119796,-0.000455572,0.000444347,-0.000130862,-0.030166573,-0.000666495,-0.00014669,-0.000486836,0.000289144,0.000376527,-3.25E-06,0.000156835,0.000426734,2.04E-05,-0.000119805,-4.84E-05,-0.00019526,-1.06E-06,-4.73E-07,-2.33E-06,-1.38E-06,-3.65E-06,-2.82E-05,4.51E-05,-4.54E-07,-2.25E-06,-7.20E-07,-1.20E-06,-1.96E-07,1.10E-05,0.012390778,0.011136668,0.056646287,0.022283975,0.021952412,0.116820853,0.00289566,0.01721111,0.551152431,0.204819429,0.179387512,0.176307734,0.168647333,0.16984798,0.167673819,0.166071649,0.178807512,0.168296052,0.154228921,0.156849924,0.150422711,0.0104739,0.008058964,0.020828845,0.004805747,0.009467922,0.010213338,0.027660084,0.003304397,0.003980162,0.008510725,0.019567887,0.007545431,0.006604571,0.016098639,0.013474169,0.077853477,0.032183681,0.031434103,0.151804097,0.00328097,0.019774318,0.509033714,0.233876332,0.224741424,0.226597906,0.217462769,0.212887287,0.209940753,0.205824814,0.213559275,0.201176608,0.192503531,0.196778797,0.19714108,0.013177093,0.009622685,0.027287104,0.005848119,0.011663939,0.012360049,0.035062159,0.00422756,0.005227235,0.011256806,0.024877024,0.0093109,0.008298621,for the win - two steps from hell
0.051745415,0.047437742,3.191387256,0.138470955,0.180930041,0.354054395,0.006044397,0.070507917,-24.30521053,1.978431861,0.15535398,0.467507054,0.067855455,-0.00472897,-0.035795517,0.053003453,-0.13760688,-0.028934124,-0.022029288,0.063015336,0.023026272,0.018391212,0.003358706,0.050074592,0.01040946,0.026345536,0.026446894,0.050117871,0.002538411,0.005865023,0.013732987,0.023771759,0.005484985,0.033351631,-3.33E-05,-1.30E-12,0.000193806,-6.51E-06,8.30E-06,-0.000374953,1.22E-07,-5.15E-05,-0.000705817,1.26E-05,-0.000147039,-8.45E-05,-2.35E-05,-1.05E-05,-1.27E-05,-4.73E-05,1.94E-05,7.20E-05,-6.30E-05,1.14E-05,4.39E-06,-1.25E-08,-5.88E-08,-1.84E-07,-1.66E-07,-1.36E-07,-3.94E-08,1.85E-05,-1.26E-08,6.55E-09,-3.03E-08,-9.85E-08,-1.54E-08,5.13E-06,0.028920184,0.023792035,0.107231185,0.033830051,0.021545951,0.303891246,0.004642036,0.053752474,0.895041469,0.476592201,0.379256471,0.301520236,0.26232339,0.256774338,0.255366852,0.249170904,0.246335835,0.225150196,0.228154549,0.216603983,0.201475096,0.016904067,0.004865906,0.037158176,0.012917324,0.02470264,0.026666857,0.045072541,0.00295171,0.006652722,0.013770603,0.020040926,0.007641646,0.013826906,0.02664003,0.022512082,0.141325159,0.033658648,0.026424536,0.281621866,0.005658155,0.05333309,0.813573325,0.413539247,0.339666212,0.301140713,0.266777756,0.260698301,0.259057173,0.252397377,0.240054717,0.23039461,0.22763975,0.221090885,0.215218039,0.016703021,0.005502952,0.036266349,0.014040017,0.026209407,0.026058454,0.048500813,0.003308461,0.007726281,0.014807098,0.020900834,0.008871057,0.014136478,gang hao yu jian ni - li yu gang
0.045866245,0.058149324,3.181588458,0.137445462,0.180639795,0.361778398,0.006445247,0.062010197,-24.61002509,1.944240062,-0.021109778,0.012534501,0.015228148,0.067555025,0.071456205,0.039902301,0.056514206,-0.018756322,-0.036275684,0.091725874,0.078721963,0.011529031,0.003552169,0.096907768,0.006397541,0.013943844,0.004981274,0.095442199,0.002408846,0.008654868,0.006444913,0.027560678,0.005238222,0.043695659,-5.54E-06,-1.70E-06,5.29E-05,-1.81E-05,-3.49E-05,-2.63E-05,7.09E-21,-5.45E-06,-0.01558816,-0.000624248,-2.04E-05,-9.92E-05,3.98E-06,5.64E-05,6.69E-05,2.38E-06,1.25E-06,-5.67E-05,-0.000126084,-5.69E-05,2.37E-05,-9.55E-06,-1.81E-07,-5.04E-06,-8.85E-07,-2.31E-06,-1.37E-06,2.83E-05,-5.99E-08,-8.86E-07,-1.20E-05,-1.94E-06,-4.83E-07,5.88E-06,0.028710185,0.041376559,0.10602532,0.034037765,0.021718286,0.295904991,0.005216286,0.055441882,1.019417051,0.480757107,0.424294077,0.317345169,0.266999767,0.269629215,0.23828743,0.241051846,0.240150724,0.240127429,0.246638962,0.247329467,0.23437919,0.013234117,0.004510995,0.051200833,0.007047293,0.013801035,0.0071235,0.062741529,0.004594393,0.01044373,0.006215668,0.025069446,0.00675044,0.016145923,0.02793491,0.042644693,0.135744521,0.034391232,0.025040553,0.290320156,0.00662716,0.05766533,1.018567702,0.551371537,0.421110545,0.319223681,0.294360715,0.273663136,0.258989844,0.269104493,0.254052854,0.252500829,0.252802576,0.246413425,0.235832585,0.013931458,0.005563855,0.061673869,0.008550009,0.016145066,0.008872391,0.065224767,0.006128366,0.011036036,0.008105144,0.034194715,0.008255242,0.01719804,glass heart - jason chen
0.093027968,0.0805675,3.196447044,0.194994596,0.196087585,0.790734014,0.006428525,0.14622174,-22.98459434,0.972797388,0.024107748,0.442706181,0.199374293,0.097395122,-0.02795707,0.112736056,0.198443218,0.160673146,0.083855756,0.046767254,0.072068213,0.009237238,0.005807004,0.06162455,0.006749052,0.012938763,0.003439409,0.060382135,0.001496265,0.006213365,0.007614732,0.03385574,0.009374617,0.031081502,-6.19E-05,-8.14E-14,0.000160508,-0.000151238,-9.97E-05,-0.000522492,0.000595686,-0.000221819,-0.016279012,-0.0002307,-0.00020538,-0.000128006,-0.000106072,-0.000229978,-0.000148367,-7.25E-05,-6.22E-05,-5.09E-05,-5.76E-05,-4.66E-07,2.73E-06,-4.47E-07,-1.61E-07,-1.75E-06,-2.26E-07,3.02E-05,-1.01E-07,-4.65E-05,-6.58E-08,-1.09E-07,-1.30E-07,-8.42E-07,-1.57E-07,1.59E-06,0.045402089,0.046037862,0.117408742,0.043598057,0.019283363,0.433667179,0.006280733,0.103202066,1.255342764,0.674260949,0.51846364,0.428055498,0.327561066,0.320451529,0.319445225,0.289847929,0.308218358,0.283658827,0.304063467,0.273472238,0.245922291,0.011619471,0.00807316,0.056597493,0.010161091,0.01590217,0.004867284,0.061011635,0.001965471,0.008153796,0.009656767,0.026764501,0.011050613,0.017851771,0.046354509,0.04764714,0.154415052,0.045131668,0.022394216,0.455330309,0.007232607,0.114792605,1.299861057,0.665070572,0.511576246,0.422421284,0.345766785,0.349792487,0.357561354,0.309343553,0.329284158,0.30323681,0.334856484,0.301563406,0.299702793,0.014332056,0.010532845,0.057136047,0.012343612,0.020584906,0.006219918,0.068699886,0.00260449,0.009353882,0.011749043,0.028266075,0.013353866,0.016945251,gold - britt nicole
0.065523339,0.089225058,3.173610816,0.145669962,0.170994927,0.591983867,0.004202122,0.10331216,-22.03548167,1.447488379,0.337538995,0.386493502,0.24060648,0.365833988,0.156704082,0.062793519,0.006968387,0.047578839,0.005943378,0.170632856,0.003217094,0.0135277,0.002676785,0.058419267,0.006236944,0.026149639,0.009511189,0.057805403,0.003474857,0.004324295,0.009490609,0.042775547,0.002737579,0.030266625,-5.14E-21,2.69E-12,1.90E-06,5.53E-05,5.57E-05,1.21E-05,2.69E-10,1.03E-20,0.009790403,-0.00022721,3.16E-05,3.02E-05,-5.67E-05,-4.65E-06,-1.08E-05,-2.92E-05,6.79E-05,-1.37E-05,-5.24E-05,-2.17E-05,3.03E-05,3.94E-09,1.35E-09,1.20E-09,-1.06E-08,-1.20E-07,-7.52E-10,-1.88E-07,1.18E-09,1.71E-10,4.76E-10,-1.52E-08,2.49E-09,-2.85E-08,0.020700779,0.026821166,0.091142893,0.025620426,0.019639034,0.200030862,0.00233174,0.046413797,0.57649715,0.344492175,0.319902268,0.249376793,0.241040535,0.253786898,0.222760767,0.215627296,0.213631096,0.202987841,0.203732277,0.198984084,0.181119365,0.011255856,0.003023494,0.030992534,0.006043392,0.017818139,0.00929007,0.033883986,0.004089209,0.004157091,0.007779394,0.028048993,0.002406839,0.009292067,0.022037657,0.036171473,0.114158252,0.025941021,0.023510362,0.216390779,0.002833764,0.051992856,0.654972222,0.359895661,0.30886152,0.267314277,0.264991808,0.260032629,0.246229517,0.238076491,0.236533006,0.228592745,0.229666473,0.223404523,0.211306203,0.013766253,0.003422954,0.038563934,0.008061006,0.02146449,0.011134261,0.045719296,0.005204081,0.005333823,0.009867984,0.035829405,0.003106516,0.012242247,gotta be somebody - nickelback
0.042507118,0.055105979,3.18049415,0.123817722,0.17612565,0.272411393,0.00668571,0.056384534,-23.9449871,2.46387564,-0.062499653,0.117965048,0.00243042,-0.041581081,-0.111783731,-0.099578011,0.163085899,0.156468154,0.130100766,0.064608418,-0.034072075,0.020845663,0.003421748,0.062725922,0.015318604,0.014645297,0.008223062,0.074547722,0.002529884,0.011578576,0.01464972,0.03210632,0.006010821,0.036327657,-0.000173448,-1.47E-12,0.000174166,-8.03E-05,7.77E-06,-0.000738787,2.37E-05,-0.00030173,-0.004080892,-0.000607403,-1.43E-05,-0.000263236,-0.000327768,-0.000160385,-3.59E-05,-9.25E-06,-0.00010538,-0.000218068,-0.00011975,-2.73E-06,6.22E-06,-7.47E-07,-1.19E-07,-2.64E-05,-1.68E-07,-3.42E-06,-5.22E-07,4.89E-05,-2.08E-07,-3.62E-07,-1.49E-06,-2.00E-05,-6.56E-07,8.24E-06,0.020839742,0.02492572,0.106262145,0.032516081,0.025830914,0.197806939,0.004793666,0.039631209,0.871701794,0.423795412,0.418370378,0.348741324,0.255565861,0.246386193,0.245665398,0.262230242,0.256030984,0.247620503,0.2585968,0.222611767,0.198280812,0.017930262,0.00439912,0.04303184,0.014015897,0.016159248,0.009026641,0.053715621,0.003809173,0.010719285,0.013512533,0.023825591,0.006795087,0.013851288,0.019833058,0.028405915,0.139676843,0.0321841,0.030137058,0.185718155,0.006191055,0.041308781,0.829900754,0.399104235,0.366969299,0.314132065,0.276598624,0.256713168,0.261665198,0.265052641,0.255222255,0.252263313,0.250116552,0.23418793,0.209110328,0.019047124,0.005068051,0.05102558,0.013710521,0.020911867,0.010063889,0.06001579,0.00474967,0.011385478,0.014341748,0.026823337,0.008455765,0.014068069,guang nian zhi wai - gem
0.060035986,0.08864223,3.194164105,0.154382497,0.19183913,0.414136011,0.006380901,0.082918023,-23.65630075,2.224366503,0.083374995,0.419765819,0.099217058,0.109935055,-0.019819548,-0.000634236,-0.117536881,-0.106077772,-0.017612276,0.004966064,-0.016944326,0.023435151,0.005826881,0.041952876,0.010466404,0.036412136,0.010737669,0.035650129,0.003956942,0.007250379,0.014664489,0.029799328,0.003988926,0.028979804,5.51E-20,-1.38E-20,-1.50E-19,-1.10E-19,-9.18E-21,6.61E-19,3.16E-20,3.26E-19,0,2.20E-19,-4.41E-19,5.14E-19,3.85E-19,7.53E-19,1.10E-18,3.67E-20,6.70E-19,1.65E-19,2.39E-19,-2.02E-19,-2.71E-19,2.58E-20,-3.33E-20,1.15E-20,-9.54E-21,-1.15E-20,1.33E-20,6.63E-20,7.03E-21,-4.27E-21,5.74E-22,-8.66E-20,-1.58E-20,-2.41E-20,0.035945186,0.042676043,0.118146279,0.052272132,0.03421618,0.332927096,0.005248987,0.072999805,1.049664682,0.422092741,0.443890338,0.325391955,0.279410457,0.276902535,0.249795835,0.24460902,0.234242058,0.23794072,0.249170053,0.243685436,0.230199879,0.020231138,0.006845501,0.030561894,0.011981853,0.024162324,0.013288925,0.026006986,0.006203247,0.008757512,0.01453065,0.023381674,0.005309119,0.009977732,0.033934647,0.049838799,0.154180584,0.04998776,0.037171283,0.301894118,0.006486776,0.07391157,0.873016322,0.380782171,0.37876491,0.305122576,0.288138371,0.274579727,0.261697935,0.258056993,0.24812149,0.244647215,0.251285911,0.25626862,0.228876905,0.019952809,0.006911171,0.031234977,0.013770901,0.022783938,0.014532902,0.029743474,0.00724608,0.010052894,0.015870506,0.027792233,0.006129522,0.010793961,half a heart - one direction
0.068095843,0.076571499,3.204340319,0.153814223,0.183363917,0.531040436,0.004843662,0.100077339,-22.90238802,1.351992186,-0.28444996,0.284038158,-0.067176567,0.184908236,-0.00940523,0.113057674,0.028045971,0.013230278,-0.045133873,0.00303998,0.000201554,0.012833783,0.011503234,0.070128229,0.010954233,0.019281861,0.011650156,0.043528087,0.003520413,0.005818946,0.012003945,0.016697332,0.004339138,0.030073787,-5.91E-20,1.63E-19,9.86E-20,-1.97E-20,5.91E-20,9.86E-19,1.85E-21,-1.97E-20,0,-4.73E-19,-7.10E-19,-4.34E-19,2.76E-19,-5.91E-19,7.10E-19,1.58E-19,-7.89E-20,-7.89E-20,-5.72E-19,4.34E-19,-3.55E-19,-2.46E-21,0,1.97E-20,1.97E-20,1.48E-20,-4.93E-21,3.94E-20,1.85E-20,-1.97E-20,1.72E-20,5.42E-20,-9.24E-22,-7.39E-21,0.03222479,0.039213387,0.108095583,0.034902622,0.022806488,0.297044503,0.003107933,0.06475143,1.020384592,0.374620677,0.4149332,0.280921929,0.264325079,0.24909912,0.227762983,0.224248092,0.234200249,0.225517312,0.247365738,0.213970691,0.21840523,0.01311435,0.012823552,0.057354351,0.013800304,0.014272041,0.012335894,0.05372539,0.004086575,0.007111647,0.011469909,0.014004373,0.004949145,0.016998124,0.030619308,0.035437534,0.147530204,0.033698722,0.024931579,0.278190994,0.003762679,0.065071522,0.901484066,0.377957636,0.369853533,0.304111996,0.278900999,0.261208458,0.252325919,0.245657289,0.250847045,0.23971902,0.239099752,0.224136479,0.223184235,0.014673566,0.012664006,0.059008483,0.013799294,0.01784031,0.01183727,0.061814334,0.005047013,0.008281777,0.012518468,0.01708688,0.005865015,0.016642033,happily - one direction
0.036826817,0.066729748,3.122695796,0.115000586,0.175063449,0.152571119,0.011211925,0.048365127,-27.21840283,1.937381773,-0.410769548,0.105641439,0.156056754,0.151597767,-0.078248464,0.232438638,-0.010557798,-0.073543001,0.088954861,0.061819339,0.086393745,0.024938715,0.008861231,0.089894828,0.006550552,0.012125883,0.016488909,0.05478549,0.001625139,0.00285672,0.007963638,0.039241413,0.002345742,0.046412448,-7.54E-20,-1.82E-20,9.43E-21,0,0,0,2.70E-20,-2.26E-19,0,-3.02E-19,0,-1.11E-18,6.03E-19,1.32E-18,8.67E-19,1.36E-18,3.02E-19,9.43E-20,-2.73E-19,7.17E-19,-5.66E-20,1.06E-19,-3.41E-21,-1.18E-19,3.83E-20,-3.77E-20,-5.07E-20,-2.85E-19,-4.42E-21,1.33E-20,-2.15E-20,1.06E-19,1.63E-20,-2.59E-20,0.019091239,0.038372132,0.168571806,0.039787364,0.038078425,0.114556459,0.012557814,0.030810432,1.575596222,0.512762373,0.388846936,0.3596833,0.312639476,0.292375758,0.321951897,0.32687229,0.326367564,0.312767911,0.321824591,0.245050648,0.189311253,0.026442675,0.012381362,0.047155964,0.010467131,0.007893564,0.020215459,0.044169895,0.002755952,0.004142097,0.012574048,0.032721448,0.003537192,0.015818746,0.015365755,0.041772052,0.230216936,0.041533797,0.044204715,0.104520726,0.017283994,0.027986418,1.093705633,0.481422922,0.374697574,0.337004743,0.304224195,0.287439509,0.28550824,0.269185259,0.273343695,0.274945119,0.269903357,0.232533977,0.202539249,0.02175468,0.01064061,0.045774406,0.010422876,0.007951538,0.018448235,0.039517185,0.003577417,0.004656086,0.011901395,0.030550381,0.003867333,0.014694726,happy's theme - takanashi yasuharu
0.072561485,0.098252426,3.17259253,0.170664219,0.189079001,0.58147483,0.005839781,0.114323878,-23.0104781,1.585944391,0.129733755,0.057790991,-0.121660038,0.149188522,-0.073359874,-0.035132257,-0.030503413,0.010607999,0.066188479,0.091326141,0.103284499,0.010545408,0.003444912,0.044368678,0.006857245,0.020033198,0.018040547,0.071651965,0.002290651,0.005753991,0.008691627,0.041594243,0.00614102,0.034697615,1.39E-05,9.86E-13,-3.67E-06,5.62E-06,-4.80E-06,-1.19E-05,3.41E-07,-1.27E-06,-0.000142035,-2.24E-05,-6.90E-06,6.61E-06,0.000184936,-0.000124445,-0.000114976,2.50E-05,-0.000109606,-3.55E-05,5.71E-05,6.74E-05,7.58E-05,-5.96E-10,-4.80E-09,-5.51E-08,-1.08E-07,-2.55E-06,-2.51E-09,4.12E-10,-3.79E-11,-7.00E-10,-3.98E-10,1.08E-09,2.44E-11,-7.00E-07,0.033814205,0.055753615,0.137058405,0.039079456,0.021843486,0.356278185,0.004647656,0.073100481,1.047813825,0.541465441,0.375956462,0.354160019,0.282763245,0.270936049,0.259048217,0.25570075,0.254429311,0.246066742,0.238224059,0.226380705,0.215504275,0.009892859,0.004009148,0.04371424,0.007817943,0.016921427,0.016690444,0.057560628,0.003362702,0.006194205,0.00840637,0.041025853,0.006359862,0.015137541,0.032155344,0.063029875,0.191073551,0.03867312,0.025758178,0.323778698,0.005157392,0.070296525,1.045552684,0.492161069,0.372995819,0.377646244,0.291446572,0.281987833,0.277071623,0.268272134,0.26397421,0.249855854,0.248838759,0.242800984,0.23801497,0.011295558,0.004410243,0.048971285,0.009534718,0.018216348,0.01882898,0.069479447,0.00431564,0.007230621,0.010009118,0.047377245,0.006632846,0.013761986,haru - super junior
0.030389428,0.030189141,3.152818735,0.094058046,0.152355724,0.170042127,0.005665656,0.037432203,-24.33080011,2.346745739,-0.040259204,0.254823828,0.0561817,0.174022275,-0.047148734,0.098492687,-0.026074294,0.030597817,-0.01028024,0.079493776,0.022198154,0.015266335,0.003386394,0.062140006,0.013177907,0.02463413,0.017427201,0.058172537,0.001826249,0.007566949,0.014501901,0.040508688,0.00427293,0.031530712,-2.58E-05,-6.12E-09,-0.000284609,-7.00E-05,-2.45E-05,-0.00012099,7.18E-06,-9.18E-06,-0.003990844,0.000517609,0.000265007,0.000559163,0.000407425,0.000124573,-0.00025063,-0.000158484,-8.18E-05,0.000438586,0.000254795,8.74E-05,-1.26E-05,-2.07E-06,-1.65E-06,-2.67E-05,-5.86E-07,4.78E-06,-1.40E-06,-0.000140359,-9.37E-07,2.47E-06,9.78E-06,0.000100505,-1.50E-06,-1.84E-05,0.007584869,0.009032346,0.092106901,0.019071585,0.026616945,0.06081298,0.002270043,0.009598843,0.593318531,0.26031777,0.194703395,0.195963344,0.189438654,0.181293387,0.181948749,0.183342427,0.178664777,0.183547494,0.168553824,0.163773459,0.165152595,0.011718476,0.002859523,0.03713,0.011040528,0.016365545,0.015671122,0.033035261,0.001884563,0.006090747,0.010557431,0.024472805,0.003497062,0.009867374,0.008522056,0.009101679,0.121680157,0.023353868,0.033924727,0.066027768,0.002943635,0.010362711,0.482923943,0.271133553,0.228700551,0.225036811,0.226042742,0.218551985,0.214138056,0.212431848,0.207432815,0.205452717,0.195946487,0.203981629,0.193104085,0.01352726,0.003420166,0.042156674,0.010923812,0.017986207,0.014297361,0.039960799,0.002426746,0.00655361,0.012745729,0.028544594,0.004224251,0.010579137,heart of courage - two steps from hell
0.077908972,0.058833318,3.185160115,0.171550029,0.180583802,0.774820668,0.004950255,0.121968835,-23.73670449,0.953011174,0.025898007,0.084900919,0.150241869,0.128126052,-0.068326464,0.109035093,0.169900952,0.164142767,0.0068504,0.096305415,0.050385053,0.012056531,0.005953271,0.058673623,0.005405442,0.011205102,0.015037117,0.10041028,0.001845894,0.001705942,0.007329452,0.042726204,0.005546058,0.042049555,1.12E-19,-5.96E-20,2.98E-20,8.19E-20,7.45E-21,-1.43E-18,-2.84E-06,2.23E-19,3.81E-18,4.76E-19,9.53E-19,-1.79E-19,-1.94E-19,-2.98E-20,-5.36E-19,3.57E-19,-7.45E-20,8.79E-19,-9.53E-19,0,2.23E-20,0,-1.86E-20,7.45E-20,1.86E-20,-7.45E-21,1.30E-20,9.68E-20,-9.31E-22,3.61E-21,-4.65E-22,-9.31E-20,-1.63E-20,2.61E-20,0.031421162,0.027536494,0.11793382,0.026168001,0.017909306,0.3443711,0.004442162,0.071546659,1.104634572,0.537212496,0.34765252,0.306448912,0.273122301,0.27843713,0.28871231,0.27660646,0.302943763,0.254318822,0.241215449,0.213171336,0.163914311,0.013860844,0.004995102,0.051034921,0.009350556,0.008012555,0.013466329,0.078113356,0.001753944,0.001840858,0.008859613,0.035468209,0.005710232,0.020338765,0.032273409,0.029182922,0.172290867,0.029505636,0.021085098,0.362699022,0.005495695,0.080058818,1.329328169,0.645721316,0.400930533,0.341706103,0.321676058,0.293851263,0.315836705,0.323682053,0.328779851,0.270436476,0.266175083,0.231319762,0.197822282,0.015440826,0.004414195,0.056430304,0.013346103,0.00956649,0.013156609,0.089473862,0.001987975,0.002538018,0.010680902,0.041141181,0.005389884,0.023466527,"heartseeker - miraie, imeiden"
